MSN,YYYYMM,Value,EndUseSector,Description,Unit
TERCBUS,201303,2009.381,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201304,1498.069,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201305,1333.859,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201306,1495.53,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201307,1740.327,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201308,1665.44,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201309,1463.5,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201310,1361.972,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201311,1708.962,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201312,2395.576,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201313,21196.12,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201401,2788.513,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201402,2332.911,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201403,2075.423,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201404,1432.949,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201405,1358.44,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201406,1505.611,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201407,1675.743,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201408,1649.186,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201409,1457.667,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201410,1352.481,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201411,1771.989,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201412,2158.151,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201413,21555.306,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201501,2572.168,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201502,2364.769,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201503,1978.275,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201504,1367.731,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201505,1322.614,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201506,1506.69,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201507,1758.689,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201508,1709.634,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201509,1471.817,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201510,1350.665,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201511,1528.712,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TXCCBUS,194913,2668.869,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195013,2834.094,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195113,2737.684,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195213,2672.911,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195313,2512.376,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195413,2457.578,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195513,2561.252,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195613,2606.854,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195713,2449.291,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195813,2557.205,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,195913,2649.39,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196013,2722.565,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196113,2764.986,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196213,2923.873,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196313,2921.18,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196413,2977.204,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196513,3176.893,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196613,3408.944,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196713,3767.693,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196813,3899.46,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,196913,4085.279,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197013,4236.666,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197113,4323.753,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197213,4411.961,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197301,656.607,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197302,621.766,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197303,490.154,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197304,362.003,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197305,289.109,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197306,227.897,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197307,197.526,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197308,206.942,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197309,210.244,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197310,266.381,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197311,389.37,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197312,504.794,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197313,4422.793,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197401,629.995,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197402,533.849,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197403,468.202,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197404,373.423,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197405,265.373,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197406,215.945,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197407,196.698,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197408,198.954,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197409,216.105,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197410,282.939,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197411,353.105,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197412,524.494,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197413,4259.084,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197501,545.372,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197502,519.577,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197503,465.309,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197504,419.459,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197505,259.802,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197506,205.58,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197507,189.411,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197508,191.306,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197509,208.351,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197510,249.405,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197511,305.791,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197512,499.825,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197513,4059.188,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197601,635.682,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197602,545.966,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197603,442.57,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197604,337.725,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197605,275.205,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197606,226.751,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197607,196.963,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197608,201.682,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197609,209.976,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197610,268.183,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197611,433.886,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197612,596.88,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197613,4371.469,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197701,696.361,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197702,586.44,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197703,419.39,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197704,321.203,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197705,253.828,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197706,222.034,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197707,204.519,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197708,206.912,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197709,210.952,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197710,266.787,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197711,342.382,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197712,527.344,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197713,4258.152,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197801,592.83,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197802,599.04,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197803,522.942,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197804,336.272,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197805,281.476,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197806,221.655,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197807,199.133,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197808,211.479,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197809,215.212,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197810,271.878,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197811,348.814,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197812,508.213,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197813,4308.941,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197901,652.366,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197902,645.78,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197903,502.71,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197904,369.419,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197905,272.952,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197906,215.857,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197907,192.819,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197908,197.128,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197909,202.778,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197910,263.347,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197911,359.719,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197912,490.968,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,197913,4365.844,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198001,561.73,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198002,555.977,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198003,479.81,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198004,337.577,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198005,250.653,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198006,209.245,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198007,178.998,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198008,173.449,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198009,195.086,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198010,265.636,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198011,368.526,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198012,528.616,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198013,4104.984,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198101,616.398,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198102,499.186,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198103,404.505,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198104,281.973,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198105,229.946,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198106,188.283,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198107,169.529,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198108,183.101,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198109,186.048,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198110,269.243,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198111,334.828,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198112,474.188,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198113,3837.025,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198201,598.217,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198202,521.585,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198203,445.965,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198204,359.443,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198205,228.973,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198206,179.078,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198207,167.183,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198208,178.246,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198209,204.404,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198210,231.512,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198211,310.041,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198212,439.895,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198213,3864.013,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198301,580.841,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198302,474.705,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198303,434.001,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198304,357.878,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
TXCCBUS,198305,242.057,3,Primary Energy Consumed by the Commercial Sector,Trillion Btu
